序号,大类,分类,小类,意思,词类,单词,重复,有道音,解释,参考,例句,英文释义,关键字,有道义
16730,发展,发展,时间,1,adv.,hitherto,,"en [hɪðə'tuː; 'hɪðətuː] us [,hɪðɚ'tu]",迄今；至今,,a hitherto unnoticed detail一个迄今未有人注意的细节；they had climbed a hitherto unscaled peak.他们登上了一座从未有人攀过的山峰。,(adverb) Up to this or that time.,,adv. 迄今；至今
4690,发展,发展,时间,1,n.,interval,3,en ['ɪntəv(ə)l] us ['ɪntɚvl],间隔；间距；幕间休息,,,(noun) A distance in space.,,n. 间隔；间距；幕间休息
29816,发展,发展,时间,1,n.,noonday,,en ['nuːndeɪ] us ['nunde],中午,,,"(noun) The time of noon; the time of day when the sun is highest in the sky, especially on a hot day.",,"n. 中午
adj. 正午（发生或出现）的（同 midday）"
4337,发展,发展,时间,1,n.,spell,,en [spel] us [spɛl],魅力，魔力；威势；（某事物持续的）一段时间；活动或工作的一段时间；轮班的时间,,a spell of greenhouse work在暖房工作的一段时间；I'll spell for a bit.我要休息一会儿。,(noun) Words or a formula supposed to have magical powers. | (verb) To put under the influence of a spell; to affect by a spell; to bewitch; to fascinate; to charm.,,"v. 拼写；拼缀出（单词）；拼成；意味着；替换，顶替；稍事休息；具有……的显著特征；导致
n. 符咒；着魔；一段时间；魅力，魔力；休息期；一轮投球时间；木片
n. (Spell) （美）斯佩尔（人名）"
21316,发展,发展,时间,1,n.,yesteryear,,en ['jestəjɪə; -jɜː] us ['jɛstɚjɪr],不久以前；去年,,"Certainly, last night's gala was a reminder of bull markets of yesteryear. 的确, 昨夜的庆祝让我们想起了前些年的牛市.",(noun) Past years; time gone by; yore.,,"n. 不久以前；去年
adv. 过去不久的岁月"
6K+,发展,发展,时间,迟,a.,behindhand,,en [bɪ'haɪndhænd] us [bɪ'haɪndhænd],拖欠的；落伍的，落后的；迟的,,behindhand with her car payments迟迟才付清她购买汽车的费用,"(adjective) (of a person) Late, tardy, overdue, behind (in accomplishing a task, etc.). | (adverb) Belatedly, tardily.",,"adj. 拖欠的；落伍的，落后的；迟的
adv. 迟，慢；滞延"
17057,发展,发展,时间,迟,adv.,belatedly,,en [bi'leitidli] us [ bi'leitidli ],延迟地；延续地,,I belatedly wished her a happy birthday. 我送去了迟到的生日祝福.Egypt's economy belatedly begun to grow quite fast.  埃及的经济终于开始飞快增长.,(adverb) In a belated manner; tardily,,adv. 延迟地；延续地
14710,发展,发展,时间,迟,a.,posterior,,en [pɒ'stɪərɪə] us [pɑ'stɪrɪɚ],（时间上）较晚的，在后的，（次序上）其次的；后面的，尾部的,,,"(noun) The buttocks. | (adjective) Located behind, or towards the rear of an object.",,"adj. 其次的；较后的
n. 后部；臀部"
26653,发展,发展,时间,迟,a.,tardy,,en ['tɑːdɪ] us ['tɑrdi],缓慢的；迟缓的；迟到的,,companies who are tardy in paying bills...迟迟不付账的公司,(noun) A piece of paper given to students who are late to class. | (verb) To make tardy.,,"adj. 缓慢的，迟缓的；迟到的
n. 迟到
n. (Tardy)人名；(英、法、捷、匈)塔迪"
6K+,发展,发展,时间,持久/连续,a.,agelong,,en ['eɪdʒlɒŋ] us [ 'eidʒlɔŋ ],持续很久的；久远的,,agelong traditions,(adjective) Lasting throughout all time; eternal,,adj. 长年的；久远的；持久的
4892,发展,发展,时间,持久/连续,a.,consecutive,,en [kən'sekjʊtɪv] us [kən'sɛkjətɪv],连贯的；连续不断的,,,"(noun) A sequence of notes or chords that results from repeated shifts in pitch of the same interval. | (adjective) Following, in succession, without interruption",,adj. 连贯的；连续不断的
2402,发展,发展,时间,持久/连续,a.,constant,,en ['kɒnst(ə)nt] us ['kɑnstənt],持续的；永恒的；坚定的,,constant complaints没完没了的抱怨；a constant companion忠实的伙伴,(noun) That which is permanent or invariable. | (adjective) Unchanged through time or space; permanent.,,"adj. 不变的；恒定的；经常的
n. [数] 常数；恒量
n. (Constant)人名；(德)康斯坦特"
22550,发展,发展,时间,持久/连续,a.,drawn-out,,en ['drɔ:n'aut] us [ 'drɔ:n'aut ],延长的；持续很久的,,Pulling out of a recession is a lengthy and drawn-out process...从经济衰退中走出来需要漫长的过程。,"(adjective) Protracted, made to take a longer period of time than necessary.",,adj. 延长的；持续很久的；拉长了的；冗长的；拖延的
6828,发展,发展,时间,持久/连续,a.,enduring,,en [ɪn'dʒɔːrɪŋ; en-] us [ɪn'dʊrɪŋ],持久的；不朽的,,an enduring friendship 永恆的友谊,"(verb) To continue or carry on, despite obstacles or hardships; to persist. | (noun) Endurance",,"adj. 持久的；能忍受的
v. 忍耐（endure的ing形式）"
14289,发展,发展,时间,持久/连续,a.,grinding,,en ['graɪndɪŋ] us ['ɡraɪndɪŋ],没完没了的；无休止的；毫无起色的,,Their grandfather had left his village in order to escape the grinding poverty. 为了摆脱贫困的煎熬，他们的祖父离开了村子。come to a grinding halt突然停顿下来,(verb) To reduce to smaller pieces by crushing with lateral motion. | (noun) The action of grinding together or crushing into small particles.,,adj. 无休止的；（状态）难熬的；刺耳的
15198,发展,发展,时间,持久/连续,a.,incessant,z,en [ɪn'ses(ə)nt] us [ɪn'sɛsnt],持续不断的,,incessant noise/rain/chatter不间断的噪音╱阴雨╱絮叨；incessant meetings接二连三的会议,"(adjective) Without pause or stop; not ending, especially to the point of annoyance.",,adj. 不断的；不停的；连续的
17647,发展,发展,时间,持久/连续,a.,interminable,,en [ɪn'tɜːmɪnəb(ə)l] us [ɪn'tɝmɪnəbl],（常有夸张之意）无休止的，没完没了的,,For several seemingly interminable seconds no one spoke.有几秒钟没有人讲话，这几秒钟似乎十分漫长 ,"(noun) A repeating decimal. | (adjective) Existing or occurring without interruption or end; ceaseless, unending.",,adj. 冗长的；无止尽的
36850,发展,发展,时间,持久/连续,a.,invariable,,en [ɪn'veərɪəb(ə)l] us [ɪn'vɛrərɪəbl],恒定的；不变的；始终如一的,,,(noun) Something that does not vary; a constant. | (adjective) Not variable; unalterable; uniform; always having the same value.,,"adj. 不变的；常数的
n. 常数；不变的东西"
16456,发展,发展,时间,持久/连续,n.,permanence,,en ['pɜːmənəns] us ['pɝmənəns],持久；永久,,The spoken word is immediate but lacks permanence.口头之言便捷，但缺乏持久性。We no longer talk of the permanence of marriage.如今，再没有人说婚姻要天长地久了。,(noun) The state of being permanent.,,n. 持久；永久
7776,发展,发展,时间,持久/连续,v.,perpetuate,,en [pə'petʃʊeɪt; -tjʊ-] us [pərˈpɛtʃəˌwet],使持续，使长存,,to perpetuate injustice持续造成不公正；This system perpetuated itself for several centuries. 这一制度维持了几个世纪。,(verb) To make perpetual; to preserve from extinction or oblivion. | (adjective) Made perpetual; continued for an indefinite time.,,v. 使持续，使长存，使永久化（尤指不好的事物）
6478,发展,发展,时间,持久/连续,n.,succession,,en [sək'seʃ(ə)n] us [sək'sɛʃən],连续；继承,,a succession of visitors/injurious; the succession of the seasons; in (quick/rapid)succession,(noun) An act of following in sequence.,,n. 连续；继位；继承权；[生态] 演替
9284,发展,发展,时间,持久/连续,n.,sustainability,,"en [sə'steɪnəbɪlətɪ] us [sə,stenə'bɪlɪti]",持续性；永续性；能维持性,,,(noun) The ability to sustain something.,,n. 持续性；永续性；能维持性
27171,发展,发展,时间,持久/连续,a.,unremitting,z,"en [ʌnrɪ'mɪtɪŋ] us [,ʌnrɪ'mɪtɪŋ]",未停止的；未减弱的；不懈的,,unremitting drizzle 连绵的淅沥小雨；unremitting efforts 不懈的努力 ,(adjective) Incessant; never slackening,,adj. 不懈的；不间断的；坚忍的
7544,发展,发展,时间,短暂,adv.,awhile,,en [ə'waɪl] us [ə'waɪl],一会儿；片刻,,He worked awhile as a pharmacist in Cincinnati.他有一段时间在辛辛那提当药剂师。,(adverb) For some time; for a short time.,,adv. 一会儿；片刻
14626,发展,发展,时间,短暂,a.,ephemeral,z,en [ɪ'fem(ə)r(ə)l; -'fiːm-] us [ə'fɛmərəl],短暂的，瞬间的,,Ephemeral moments can be some of the most significant memories someone can have. 瞬息片刻，可能会成为某些人一辈子拥有过的最重要的回忆。,(noun) Something which lasts for a short period of time. | (adjective) Lasting for a short period of time.,,"adj. 短暂的；朝生暮死的
n. 只生存一天的事物"
10775,发展,发展,时间,短暂,a.,fleeting,z,en ['fliːtɪŋ] us ['flitɪŋ],短暂的；飞快的,,For a fleeting moment I saw the face of a boy. 刹那间我看见一张男孩脸；hoping to get a fleeting glimpse of a whale underwater. ,(verb) To float. | (adjective) Passing quickly; of short duration.,,"adj. 飞逝的；转瞬间的
v. 迅速移动（fleet的ing形式）"
8898,发展,发展,时间,短暂,a.,fugitive,,en ['fjuːdʒɪtɪv] us ['fjudʒətɪv],（喻）转瞬即逝的，易消失的；短暂的,,He entertained a fugitive idea that Bella needed him.他想贝拉会需要他，但这念头稍纵即逝；a fugitive flower昙花一现；a fugitive passion一时感情 ,"(noun) A person who flees or escapes and travels secretly from place to place, and sometimes using disguises and aliases to conceal his/her identity, as to avoid law authorities in order to avoid an arrest or prosecution; or to avoid some other unwanted situation. | (adjective) Fleeing or running away",,"adj. 逃亡的；无常的；易变的
n. 逃亡者；难捕捉之物"
4493,发展,发展,时间,短暂,a.,instant,,en ['ɪnst(ə)nt] us ['ɪnstənt],立即的；紧急的；紧迫的,,,(noun) A very short period of time; a moment. | (noun) A camera that uses self-developing film to create a chemically developed print shortly after the photograph is taken.,,"adj. 立即的；紧急的；紧迫的
n. 瞬间；立即；片刻"
14708,发展,发展,时间,短暂,a.,instantaneous,,"en [,ɪnst(ə)n'teɪnɪəs] us [,ɪnstən'tenɪəs]",瞬间的；即刻的,,,"(adjective) Occurring, arising, or functioning without any delay; happening within an imperceptibly brief period of time.",,adj. 瞬间的；即时的；猝发的
12374,发展,发展,时间,短暂,a.,momentary,,en ['məʊm(ə)nt(ə)rɪ] us ['moməntɛri],暂时的；时刻发生的；短暂的,,,(adjective) Lasting for only a moment.,,adj. 瞬间的；短暂的；随时会发生的
23845,发展,发展,时间,短暂,n.,quickie,,en ['kwɪkɪ] us ['kwɪki],匆匆做成的东西,,"However, It'seems clear that quickie marriages risk a quickie divorce. 但似乎可以明确的是,闪婚很有可能以“闪离”收场.",(noun) Something made or done swiftly.,,"n. 匆匆做成的东西；粗制滥造的影片；快饮
adj. 速成的；简短的；匆匆的"
10156,发展,发展,时间,短暂,a.,short-lived,,"en ['ʃɔ:t'livd, -laivd] us [ 'ʃɔ:t'livd, -laivd ]",短暂的，短期的,,,(adjective) Alive or existent for only a short period of time.,,adj. 短暂的，短期的；短命的；无常的
28228,发展,发展,时间,短暂,a.,split-second,,en ['split'sekənd] us [ 'split'sekənd ],瞬间发生的,,She had to make a split-second decision. 她必须在瞬间作出决定。,(noun) The nick of time; a brief moment.,,adj. 霎那间发生的，瞬间发生的
6970,发展,发展,时间,短暂,a.,temporal,,en ['temp(ə)r(ə)l] us ['tɛmpərəl],暂时的；当时的,,,(noun) (chiefly in the plural) Anything temporal or secular; a temporality. | (adjective) (also grammar) Of or relating to time.,,"adj. 暂时的；当时的；现世的
n. 世间万物；暂存的事物
n. (Temporal)人名；(法)唐波拉尔"
11006,发展,发展,时间,短暂,n.,transient,,en ['trænʃənsi] us [ 'trænʃənsi ], 短暂的；转瞬即逝的；暂住的；临时的,,the transient nature of high fashion...顶级时装的瞬息万变性；a city with a large transient population有大量流动人口的城市,(noun) Something which is transient. | (adjective) Passing or disappearing with time; transitory.,,n. 无常；稍纵即逝
20016,发展,发展,时间,短暂,a.,transitory,,en ['trænsɪt(ə)rɪ; 'trɑːns-; -nz-] us ['trænsətɔri],短暂的，暂时的,,Most teenage romances are transitory.绝大多数十几岁少年的恋情都转瞬即逝。,(adjective) Lasting only a short time; temporary.,,adj. 短暂的，暂时的；瞬息的
44660,发展,发展,时间,短暂,n.,trice,z,en [traɪs] us [traɪs],一刹那；转眼之间；瞬息间,,came back in a trice一转眼就回来了,"(verb) To pull, to pull out or away, to pull sharply.",,"n. 瞬间
vt. 吊起；扯起并用绳缚住
n. (Trice)人名；(罗)特里切；(英)特赖斯"
29599,发展,发展,时间,短暂,n.,twinkling,,en ['twɪŋk(ə)lɪŋ; 'twɪŋklɪŋ] us ['twɪŋklɪŋ],瞬间，霎时；闪烁,,in a twinkling of an eye,(verb) (of a source of light) to shine with a flickering light; to glimmer | (adjective) Sparkling intermittently.,,"n. 瞬间，霎时；闪烁
adj. 闪烁的；闪亮的
v. 闪烁，闪耀；（眼睛）发光；（脚）轻快移动（twinkle 的现在分词）"
